animal,date,session_type,session_dprime,session_hit_rate,histology_fallback,stimulus,trials,n_mouse_go,n_gt_go,n_acx_go,n_ofc_go,p_mouse_go,p_gt_go,p_acx_go,p_ofc_go,error_trials_only,n_behavior_match,p_behavior_match,odds_behavior_match,models_agree_only,agreement_state
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.3667597057667562,67,26.0,0.0,38.0,41.0,0.3880597014925373,0.0,0.5671641791044776,0.6119402985074627,False,,,,,
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,0.7070000000000001,5,0.0,5.0,3.0,3.0,0.0,1.0,0.6,0.6,True,,,,,
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,0.8807317743081708,5,0.0,5.0,2.0,5.0,0.0,1.0,0.4,1.0,True,,,,,
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.0971548207581594,58,58.0,0.0,29.0,27.0,1.0,0.0,0.5,0.46551724137931033,True,,,,,
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.2245599209511964,38,38.0,0.0,21.0,24.0,1.0,0.0,0.5526315789473685,0.631578947368421,True,,,,,
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.3667597057667562,26,26.0,0.0,13.0,16.0,1.0,0.0,0.5,0.6153846153846154,True,,,,,
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,0.7070000000000001,35,,,,,,,,,,22.0,0.6285714285714286,1.6923076923076923,True,Models agree (pooled)
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,0.7890990840419705,28,,,,,,,,,,22.0,0.7857142857142857,3.6666666666666665,True,Models agree (pooled)
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,0.8807317743081708,32,,,,,,,,,,24.0,0.75,3.0,True,Models agree (pooled)
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.0971548207581594,36,,,,,,,,,,16.0,0.4444444444444444,0.7999999999999999,True,Models agree (pooled)
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.2245599209511964,32,,,,,,,,,,19.0,0.59375,1.4615384615384615,True,Models agree (pooled)
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.3667597057667562,34,,,,,,,,,,14.0,0.4117647058823529,0.7,True,Models agree (pooled)
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,0.7070000000000001,14,,,,,,,,,,8.0,0.5714285714285714,1.3333333333333333,True,Both Go
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,0.7070000000000001,3,,,,,,,,,,2.0,0.6666666666666666,1.9999999999999998,True,Both No-Go
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,0.7890990840419705,7,,,,,,,,,,7.0,1.0,,True,Both Go
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,0.7890990840419705,5,,,,,,,,,,4.0,0.8,4.000000000000001,True,Both No-Go
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,0.8807317743081708,13,,,,,,,,,,12.0,0.9230769230769231,12.000000000000009,True,Both Go
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,0.8807317743081708,3,,,,,,,,,,3.0,1.0,,True,Both No-Go
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.0971548207581594,11,,,,,,,,,,7.0,0.6363636363636364,1.75,True,Both Go
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.0971548207581594,8,,,,,,,,,,4.0,0.5,1.0,True,Both No-Go
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.2245599209511964,12,,,,,,,,,,6.0,0.5,1.0,True,Both Go
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.2245599209511964,4,,,,,,,,,,3.0,0.75,3.0,True,Both No-Go
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.3667597057667562,6,,,,,,,,,,2.0,0.3333333333333333,0.49999999999999994,True,Both Go
G7A1,12/11/2025,(1b Expert) 1b Categorization,,,False,1.3667597057667562,9,,,,,,,,,,5.0,0.5555555555555556,1.2500000000000002,True,Both No-Go
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,0.7070000000000001,19,7.0,19.0,13.0,,0.3684210526315789,1.0,0.6842105263157895,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,0.769344846128565,19,6.0,19.0,13.0,,0.3157894736842105,1.0,0.6842105263157895,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,19,10.0,19.0,13.0,,0.5263157894736842,1.0,0.6842105263157895,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,19,7.0,19.0,15.0,,0.3684210526315789,1.0,0.7894736842105263,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.07876684098121,37,9.0,0.0,28.0,,0.24324324324324326,0.0,0.7567567567567568,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.1738949211927685,38,3.0,0.0,26.0,,0.07894736842105263,0.0,0.6842105263157895,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.27741160893374,38,5.0,0.0,27.0,,0.13157894736842105,0.0,0.7105263157894737,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.390056630435602,37,0.0,0.0,29.0,,0.0,0.0,0.7837837837837838,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,19,7.0,19.0,13.0,,0.3684210526315789,1.0,0.6842105263157895,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,19,12.0,19.0,11.0,,0.631578947368421,1.0,0.5789473684210527,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.9491220452647464,18,12.0,18.0,13.0,,0.6666666666666666,1.0,0.7222222222222222,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,2.121,18,15.0,18.0,12.0,,0.8333333333333334,1.0,0.6666666666666666,,False,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,0.7070000000000001,12,0.0,12.0,7.0,,0.0,1.0,0.5833333333333334,,True,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,0.769344846128565,13,0.0,13.0,7.0,,0.0,1.0,0.5384615384615384,,True,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,9,0.0,9.0,6.0,,0.0,1.0,0.6666666666666666,,True,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,12,0.0,12.0,10.0,,0.0,1.0,0.8333333333333334,,True,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.07876684098121,9,9.0,0.0,7.0,,1.0,0.0,0.7777777777777778,,True,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.27741160893374,5,5.0,0.0,2.0,,1.0,0.0,0.4,,True,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,12,0.0,12.0,7.0,,0.0,1.0,0.5833333333333334,,True,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,7,0.0,7.0,4.0,,0.0,1.0,0.5714285714285714,,True,,,,,
G4A6,7/4/2025,(1b Expert) 2b Categorization,,,False,1.9491220452647464,6,0.0,6.0,4.0,,0.0,1.0,0.6666666666666666,,True,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.7070000000000001,11,1.0,11.0,7.0,6.0,0.09090909090909091,1.0,0.6363636363636364,0.5454545454545454,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.769344846128565,11,1.0,11.0,4.0,6.0,0.09090909090909091,1.0,0.36363636363636365,0.5454545454545454,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,11,2.0,11.0,8.0,6.0,0.18181818181818182,1.0,0.7272727272727273,0.5454545454545454,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,12,2.0,12.0,8.0,8.0,0.16666666666666666,1.0,0.6666666666666666,0.6666666666666666,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.07876684098121,23,2.0,0.0,15.0,15.0,0.08695652173913043,0.0,0.6521739130434783,0.6521739130434783,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.1738949211927685,22,1.0,0.0,15.0,16.0,0.045454545454545456,0.0,0.6818181818181818,0.7272727272727273,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.27741160893374,23,1.0,0.0,18.0,20.0,0.043478260869565216,0.0,0.782608695652174,0.8695652173913043,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.390056630435602,22,1.0,0.0,17.0,10.0,0.045454545454545456,0.0,0.7727272727272727,0.45454545454545453,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,12,1.0,12.0,5.0,6.0,0.08333333333333333,1.0,0.4166666666666667,0.5,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,11,4.0,11.0,9.0,7.0,0.36363636363636365,1.0,0.8181818181818182,0.6363636363636364,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.9491220452647464,12,3.0,12.0,9.0,10.0,0.25,1.0,0.75,0.8333333333333334,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,2.121,11,5.0,11.0,9.0,6.0,0.45454545454545453,1.0,0.8181818181818182,0.5454545454545454,False,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.7070000000000001,10,0.0,10.0,7.0,5.0,0.0,1.0,0.7,0.5,True,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.769344846128565,10,0.0,10.0,4.0,6.0,0.0,1.0,0.4,0.6,True,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,9,0.0,9.0,7.0,5.0,0.0,1.0,0.7777777777777778,0.5555555555555556,True,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,10,0.0,10.0,6.0,6.0,0.0,1.0,0.6,0.6,True,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,11,0.0,11.0,4.0,6.0,0.0,1.0,0.36363636363636365,0.5454545454545454,True,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,7,0.0,7.0,5.0,5.0,0.0,1.0,0.7142857142857143,0.7142857142857143,True,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.9491220452647464,9,0.0,9.0,7.0,7.0,0.0,1.0,0.7777777777777778,0.7777777777777778,True,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,2.121,6,0.0,6.0,4.0,3.0,0.0,1.0,0.6666666666666666,0.5,True,,,,,
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.7070000000000001,6,,,,,,,,,,2.0,0.3333333333333333,0.49999999999999994,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.769344846128565,5,,,,,,,,,,2.0,0.4,0.6666666666666667,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,9,,,,,,,,,,3.0,0.3333333333333333,0.49999999999999994,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,8,,,,,,,,,,4.0,0.5,1.0,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.07876684098121,13,,,,,,,,,,5.0,0.38461538461538464,0.625,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.1738949211927685,11,,,,,,,,,,1.0,0.09090909090909091,0.1,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.27741160893374,15,,,,,,,,,,1.0,0.06666666666666667,0.07142857142857142,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.390056630435602,9,,,,,,,,,,3.0,0.3333333333333333,0.49999999999999994,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,5,,,,,,,,,,3.0,0.6,1.4999999999999998,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,7,,,,,,,,,,3.0,0.42857142857142855,0.75,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.9491220452647464,7,,,,,,,,,,2.0,0.2857142857142857,0.39999999999999997,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,2.121,6,,,,,,,,,,4.0,0.6666666666666666,1.9999999999999998,True,Models agree (pooled)
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.7070000000000001,4,,,,,,,,,,2.0,0.5,1.0,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.769344846128565,4,,,,,,,,,,1.0,0.25,0.3333333333333333,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,5,,,,,,,,,,2.0,0.4,0.6666666666666667,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.837187400657122,1,,,,,,,,,,0.0,0.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,0.9110124638462896,4,,,,,,,,,,2.0,0.5,1.0,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.07876684098121,3,,,,,,,,,,0.0,0.0,,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.07876684098121,1,,,,,,,,,,0.0,0.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.1738949211927685,5,,,,,,,,,,0.0,0.0,,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.1738949211927685,2,,,,,,,,,,0.0,0.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.27741160893374,5,,,,,,,,,,0.0,0.0,,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.27741160893374,3,,,,,,,,,,1.0,0.3333333333333333,0.49999999999999994,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.390056630435602,5,,,,,,,,,,2.0,0.4,0.6666666666666667,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.390056630435602,1,,,,,,,,,,0.0,0.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.64602248543222,5,,,,,,,,,,3.0,0.6,1.4999999999999998,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,1,,,,,,,,,,0.0,0.0,,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.7911724409886975,1,,,,,,,,,,1.0,1.0,,True,Both No-Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,1.9491220452647464,4,,,,,,,,,,2.0,0.5,1.0,True,Both Go
G5A3,31/7/2025,(1b Expert) 2b Categorization,,,False,2.121,5,,,,,,,,,,4.0,0.8,4.000000000000001,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.7070000000000001,38,28.0,38.0,35.0,38.0,0.7368421052631579,1.0,0.9210526315789473,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.769344846128565,38,24.0,38.0,32.0,38.0,0.631578947368421,1.0,0.8421052631578947,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.837187400657122,18,12.0,18.0,15.0,18.0,0.6666666666666666,1.0,0.8333333333333334,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.9110124638462896,19,13.0,19.0,17.0,19.0,0.6842105263157895,1.0,0.8947368421052632,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.07876684098121,19,5.0,0.0,13.0,19.0,0.2631578947368421,0.0,0.6842105263157895,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.1738949211927685,38,8.0,0.0,23.0,38.0,0.21052631578947367,0.0,0.6052631578947368,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.27741160893374,38,1.0,0.0,22.0,38.0,0.02631578947368421,0.0,0.5789473684210527,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.390056630435602,18,7.0,0.0,13.0,18.0,0.3888888888888889,0.0,0.7222222222222222,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.64602248543222,18,7.0,18.0,15.0,18.0,0.3888888888888889,1.0,0.8333333333333334,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.7911724409886975,19,14.0,19.0,16.0,19.0,0.7368421052631579,1.0,0.8421052631578947,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.9491220452647464,19,14.0,19.0,17.0,19.0,0.7368421052631579,1.0,0.8947368421052632,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,2.121,19,17.0,19.0,19.0,19.0,0.8947368421052632,1.0,1.0,1.0,False,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.7070000000000001,10,0.0,10.0,7.0,10.0,0.0,1.0,0.7,1.0,True,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.769344846128565,14,0.0,14.0,12.0,14.0,0.0,1.0,0.8571428571428571,1.0,True,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.837187400657122,6,0.0,6.0,4.0,6.0,0.0,1.0,0.6666666666666666,1.0,True,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.9110124638462896,6,0.0,6.0,4.0,6.0,0.0,1.0,0.6666666666666666,1.0,True,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.07876684098121,5,5.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,True,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.1738949211927685,8,8.0,0.0,6.0,8.0,1.0,0.0,0.75,1.0,True,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.390056630435602,7,7.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,True,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.64602248543222,11,0.0,11.0,8.0,11.0,0.0,1.0,0.7272727272727273,1.0,True,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.7911724409886975,5,0.0,5.0,3.0,5.0,0.0,1.0,0.6,1.0,True,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.9491220452647464,5,0.0,5.0,4.0,5.0,0.0,1.0,0.8,1.0,True,,,,,
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.7070000000000001,35,,,,,,,,,,28.0,0.8,4.000000000000001,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.769344846128565,32,,,,,,,,,,20.0,0.625,1.6666666666666667,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.837187400657122,15,,,,,,,,,,11.0,0.7333333333333333,2.749999999999999,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.9110124638462896,17,,,,,,,,,,13.0,0.7647058823529411,3.249999999999999,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.07876684098121,13,,,,,,,,,,5.0,0.38461538461538464,0.625,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.1738949211927685,23,,,,,,,,,,6.0,0.2608695652173913,0.35294117647058826,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.27741160893374,22,,,,,,,,,,1.0,0.045454545454545456,0.047619047619047616,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.390056630435602,13,,,,,,,,,,7.0,0.5384615384615384,1.1666666666666665,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.64602248543222,15,,,,,,,,,,7.0,0.4666666666666667,0.875,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.7911724409886975,16,,,,,,,,,,13.0,0.8125,4.333333333333333,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.9491220452647464,17,,,,,,,,,,13.0,0.7647058823529411,3.249999999999999,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,2.121,19,,,,,,,,,,17.0,0.8947368421052632,8.5,True,Models agree (pooled)
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.7070000000000001,26,,,,,,,,,,24.0,0.9230769230769231,12.000000000000009,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.769344846128565,24,,,,,,,,,,19.0,0.7916666666666666,3.799999999999999,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.837187400657122,12,,,,,,,,,,10.0,0.8333333333333334,5.000000000000002,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,0.9110124638462896,13,,,,,,,,,,11.0,0.8461538461538461,5.5,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.07876684098121,10,,,,,,,,,,5.0,0.5,1.0,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.1738949211927685,16,,,,,,,,,,5.0,0.3125,0.45454545454545453,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.27741160893374,13,,,,,,,,,,1.0,0.07692307692307693,0.08333333333333333,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.390056630435602,10,,,,,,,,,,7.0,0.7,2.333333333333333,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.64602248543222,12,,,,,,,,,,7.0,0.5833333333333334,1.4000000000000001,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.7911724409886975,14,,,,,,,,,,13.0,0.9285714285714286,13.000000000000007,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,1.9491220452647464,14,,,,,,,,,,13.0,0.9285714285714286,13.000000000000007,True,Both Go
G3A3,20/2/2025,(2b Expert) 2b Categorization,,,False,2.121,15,,,,,,,,,,15.0,1.0,,True,Both Go
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,0.7070000000000001,32,30.0,32.0,21.0,23.0,0.9375,1.0,0.65625,0.71875,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,0.769344846128565,32,30.0,32.0,22.0,22.0,0.9375,1.0,0.6875,0.6875,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,0.837187400657122,31,31.0,31.0,24.0,22.0,1.0,1.0,0.7741935483870968,0.7096774193548387,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,0.9110124638462896,31,16.0,31.0,16.0,26.0,0.5161290322580645,1.0,0.5161290322580645,0.8387096774193549,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.07876684098121,62,24.0,0.0,29.0,47.0,0.3870967741935484,0.0,0.46774193548387094,0.7580645161290323,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.1738949211927685,63,18.0,0.0,10.0,51.0,0.2857142857142857,0.0,0.15873015873015872,0.8095238095238095,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.27741160893374,63,35.0,0.0,22.0,53.0,0.5555555555555556,0.0,0.3492063492063492,0.8412698412698413,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.390056630435602,62,26.0,0.0,49.0,54.0,0.41935483870967744,0.0,0.7903225806451613,0.8709677419354839,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.64602248543222,31,22.0,31.0,21.0,25.0,0.7096774193548387,1.0,0.6774193548387096,0.8064516129032258,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.7911724409886975,31,31.0,31.0,20.0,26.0,1.0,1.0,0.6451612903225806,0.8387096774193549,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.9491220452647464,31,31.0,31.0,26.0,27.0,1.0,1.0,0.8387096774193549,0.8709677419354839,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,2.121,31,30.0,31.0,24.0,28.0,0.967741935483871,1.0,0.7741935483870968,0.9032258064516129,False,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,0.9110124638462896,15,0.0,15.0,8.0,13.0,0.0,1.0,0.5333333333333333,0.8666666666666667,True,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.07876684098121,24,24.0,0.0,14.0,17.0,1.0,0.0,0.5833333333333334,0.7083333333333334,True,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.1738949211927685,18,18.0,0.0,1.0,11.0,1.0,0.0,0.05555555555555555,0.6111111111111112,True,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.27741160893374,35,35.0,0.0,12.0,28.0,1.0,0.0,0.34285714285714286,0.8,True,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.390056630435602,26,26.0,0.0,18.0,24.0,1.0,0.0,0.6923076923076923,0.9230769230769231,True,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.64602248543222,9,0.0,9.0,7.0,7.0,0.0,1.0,0.7777777777777778,0.7777777777777778,True,,,,,
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,0.7070000000000001,16,,,,,,,,,,13.0,0.8125,4.333333333333333,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,0.769344846128565,20,,,,,,,,,,15.0,0.75,3.0,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,0.837187400657122,19,,,,,,,,,,17.0,0.8947368421052632,8.5,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,0.9110124638462896,15,,,,,,,,,,7.0,0.4666666666666667,0.875,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.07876684098121,30,,,,,,,,,,15.0,0.5,1.0,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.1738949211927685,20,,,,,,,,,,5.0,0.25,0.3333333333333333,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.27741160893374,26,,,,,,,,,,12.0,0.46153846153846156,0.8571428571428572,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.390056630435602,43,,,,,,,,,,17.0,0.3953488372093023,0.6538461538461539,True,Models agree (pooled)
G4A2,8/4/2025,(2b Expert) 2b Categorization,,,False,1.64602248543222,21,,,,,,,,,,13.0,0.6190476190476191,1.6250000000000002,True,Models agree (pooled)
